FID,REPORTDATE,BLOCKADD,OFFENSE
416,2010-02-24 00:00:00,2200 Block Columbine Ave,Auto Theft
417,2009-07-19 00:00:00,4900 Block Thunderbird Cir,Burglary
418,2010-06-26 00:00:00,11th St & Pearl St,Indecent Exposure
419,2008-07-31 00:00:00,2100 Block Mesa Dr,Sex Assault
420,2008-07-28 00:00:00,2600 Block 9th St,Sex Assault
421,2009-11-08 00:00:00,1000 Block Kent St,Theft From Vehicle
422,2008-02-29 00:00:00,800 Block 18th St,Vandalism
423,2009-06-03 00:00:00,700 Block 20th St,Vandalism
424,2009-07-20 00:00:00,5500 Block Central Ave,Auto Theft
425,2012-07-17 00:00:00,2600 Block Taft Dr,Assault
426,2008-06-30 00:00:00,600 Block Marine St,Incident
427,2009-04-02 00:00:00,2900 Block Pearl St,Theft From Vehicle
428,2012-05-03 00:00:00,5200 Block Gallatin Pl,Incident
429,2010-03-15 00:00:00,18th St & Aurora Ave,Theft From Vehicle
430,2008-01-24 00:00:00,3100 Block 17th St,Burglary
431,2008-10-09 00:00:00,6700 Block Harvest Rd,Theft From Vehicle
432,2008-08-16 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
433,2012-01-06 00:00:00,2800 Block Kalmia Ave,Theft Of Car Parts
434,2009-06-28 00:00:00,4600 Block Broadway,Robbery
435,2009-05-19 00:00:00,300 Block 32nd St,Vandalism
436,2009-05-25 00:00:00,900 Block 16th St,Vandalism
437,2010-03-14 00:00:00,1000 Block Adams Cr,Burglary
438,2009-11-21 00:00:00,900 Block Lincoln Pl,Vandalism
439,2009-08-03 00:00:00,500 Block Mohawk Dr,Sex Assault
440,2010-05-31 00:00:00,2600 Block Canyon Blvd,Vandalism
441,2009-12-14 00:00:00,1000 Block Pleasant St,Vandalism
442,2008-02-12 00:00:00,2400 Block Arapahoe Ave,Trespassing
443,2011-11-12 00:00:00,1100 Block Balsam Ave,Assault
444,2008-12-18 00:00:00,1300 Block Pearl St,Trespassing
445,2009-11-02 00:00:00,4600 Block S Hampton Cr,Vandalism
446,2009-03-13 00:00:00,1200 Block 13th St,Trespassing
447,2009-06-16 00:00:00,2500 Block 13th St,Sex Assault
448,2010-02-23 00:00:00,2300 Block 30th St,Auto Theft
449,2010-06-19 00:00:00,1200 Block Pearl St,Burglary
450,2009-12-27 00:00:00,2600 Block Canyon Blvd,Trespassing
451,2009-03-17 00:00:00,2800 Block Arapahoe Ave,Auto Theft
452,2010-05-10 00:00:00,900 Block University Ave,Vandalism
453,2009-09-22 00:00:00,1500 Block 30th St,Trespassing
454,2009-02-10 00:00:00,1100 Block Balsam Ave,Incident
455,2009-03-17 00:00:00,1100 Block Pennsylvania Ave,Vandalism
456,2008-11-19 00:00:00,11th St & Arapahoe Ave,Vandalism
457,2011-11-06 00:00:00,13th St & Euclid Ave,Vandalism
458,2010-02-01 00:00:00,600 Block S Broadway,Incident
459,2010-05-19 00:00:00,4900 Block Thunderbird Cr,Vandalism
460,2010-05-12 00:00:00,500 Block 27th Way,Burglary
461,2008-07-30 00:00:00,6th St & Cedar Ave,Theft From Vehicle
462,2009-12-11 00:00:00,3100 Block Airport Rd,Trespassing
463,2009-11-25 00:00:00,1100 Block Hartford Dr,Burglary
464,2008-01-07 00:00:00,Crime occurred at an unknown location,Incident
465,2008-01-15 00:00:00,2100 Block Walnut St,Incident
466,2008-05-03 00:00:00,3300 Block Broadway,Vandalism
467,2008-09-17 00:00:00,3000 Block 17th St,Auto Theft
468,2010-04-27 00:00:00,1000 Block Pleasant St,Vandalism
469,2012-01-21 00:00:00,1400 Block Pearl St,Trespassing
470,2010-03-03 00:00:00,900 Block 14th St,Burglary
471,2008-04-16 00:00:00,1600 Block 11th St,Vandalism
472,2008-07-11 00:00:00,5300 Block Arapahoe Ave,Burglary
473,2011-01-15 00:00:00,3300 Block 28th St,Incident
474,2010-04-28 00:00:00,11th St & Spruce St,Burglary
475,2008-03-14 00:00:00,1300 Block Walnut St,Auto Theft
476,2010-03-18 00:00:00,1100 Block 6th St,Theft From Vehicle
477,2008-02-25 00:00:00,2900 Block 55th St,Theft Of Car Parts
478,2008-05-11 00:00:00,4400 Block Hamilton Ct,Vandalism
479,2008-10-26 00:00:00,4800 Block Baseline Rd,Burglary
480,2010-12-28 00:00:00,Dover Dr & Harvard Ln,Robbery
481,2009-04-25 00:00:00,5000 Block Butte St,Burglary
482,2011-07-27 00:00:00,1750 Block 15th St,Vandalism
483,2012-01-21 00:00:00,6600 Block Drew Ranch Ln,Incident
484,2009-05-11 00:00:00,2700 Block Glenwood Dr,Theft From Vehicle
485,2009-05-21 00:00:00,500 Block S 46th St,Theft From Vehicle
486,2008-03-24 00:00:00,3450 Block 23rd St,Theft From Vehicle
487,2008-05-14 00:00:00,1600 Block Mariposa Ave,Vandalism
488,2008-02-06 00:00:00,4600 Block Broadway,Vandalism
489,2010-12-14 00:00:00,3100 Block 34th St,Sex Assault
490,2009-01-10 00:00:00,3100 Block Arnett St,Theft From Vehicle
491,2011-01-02 00:00:00,800 Block Mohawk Dr,Trespassing
492,2011-01-02 00:00:00,900 Block Arapahoe Ave,Trespassing
493,2009-09-27 00:00:00,3200 Block Madison Ave,Vandalism
494,2009-12-14 00:00:00,1000 Block Waite Dr,Burglary
495,2009-12-14 00:00:00,1100 Block Grandview Ave,Vandalism
496,2011-09-15 00:00:00,1741 Block 28th St,Theft From Vehicle
497,2012-03-07 00:00:00,1000 Block Lincoln Pl,Burglary
498,2009-02-25 00:00:00,3500 Block Arthur Ct,Vandalism
499,2010-01-19 00:00:00,2600 Block Arapahoe Ave,Trespassing
500,2008-12-20 00:00:00,1000 Block Gilbert St,Burglary
501,2012-06-08 00:00:00,600 Block Pennsylvania Ave,Theft From Vehicle
502,2010-12-28 00:00:00,1900 Block 8th St,Vandalism
503,2010-12-29 00:00:00,S Boulder Rd & Table Mesa Dr,Recovery
504,2008-10-31 00:00:00,600 Block Arapahoe Ave,Burglary
505,2008-01-04 00:00:00,700 Block Yellow Pine Ave,Vandalism
506,2008-01-17 00:00:00,1300 Block Broadway,Trespassing
507,2008-05-28 00:00:00,3100 Block 6th St,Vandalism
508,2011-09-15 00:00:00,2700 Block Taft Dr,Theft From Vehicle
509,2011-07-28 00:00:00,2500 Block Spruce St,Theft Of Car Parts
510,2008-10-31 00:00:00,1000 Block Arapahoe Ave,Vandalism
511,2009-03-29 00:00:00,3000 Block Fulton Cir,Theft From Vehicle
512,2009-04-06 00:00:00,2900 Block Shadow Creek Dr,Theft From Vehicle
513,2008-05-07 00:00:00,600 Block S Broadway,Vandalism
514,2008-06-21 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
515,2011-09-15 00:00:00,500 Block Mohawk Dr,Theft From Vehicle
516,2009-05-24 00:00:00,1900 Block Columbine Ave,Vandalism
517,2008-03-02 00:00:00,1200 Block 13th St,Vandalism
518,2008-08-15 00:00:00,3100 Block Broadway,Theft From Vehicle
519,2011-01-15 00:00:00,1700 Block Foothills Py,Trespassing
520,2010-06-07 00:00:00,1600 Block Broadway,Trespassing
521,2009-10-12 00:00:00,35th St & Baseline Rd,Vandalism
522,2011-02-11 00:00:00,14th St & Walnut St,Theft From Vehicle
523,2009-01-01 00:00:00,1700 Block 29th St,Trespassing
524,2008-02-29 00:00:00,20th St & Pine St,Vandalism
525,2009-10-17 00:00:00,1000 Block 13th St,Trespassing
526,2008-07-20 00:00:00,2700 Block Arapahoe Ave,Incident
527,2010-01-05 00:00:00,500 Block S 41st St,Vandalism
528,2010-07-11 00:00:00,2700 Block Moorhead Ave,Vandalism
529,2008-11-24 00:00:00,2200 Block Balsam Dr,Theft From Vehicle
530,2012-03-24 00:00:00,11th St & Lawry Ln,Vandalism
531,2008-12-29 00:00:00,00 Block Huron Ct,Burglary
532,2010-03-12 00:00:00,2500 Block Pearl St,Vandalism
533,2009-02-24 00:00:00,2700 Block Taft Dr,Burglary
534,2008-03-18 00:00:00,3300 Block Sentinel Dr,Theft From Vehicle
535,2009-12-21 00:00:00,1100 Block Marine St,Vandalism
536,2010-04-02 00:00:00,1100 Block 13th St,Vandalism
537,2009-04-09 00:00:00,3100 Block 28th St,Theft From Vehicle
538,2009-12-01 00:00:00,1700 Block Walnut St,Vandalism
539,2008-08-21 00:00:00,600 Block Pleasant St,Burglary
540,2009-05-08 00:00:00,1800 Block 17th St,Trespassing
541,2008-09-19 00:00:00,1300 Block 28th St,Trespassing
542,2010-12-12 00:00:00,900 Block University Ave,Vandalism
543,2009-09-19 00:00:00,2100 Block Walnut St,Burglary
544,2009-10-12 00:00:00,1800 Block Canyon Bv,Burglary
545,2012-03-25 00:00:00,Gillaspie Dr & Greenbriar Blvd,Assault
546,2008-07-12 00:00:00,4800 Block Baseline Rd,Trespassing
547,2009-09-25 00:00:00,3200 Block Apache Rd,Theft Of Car Parts
548,2010-05-30 00:00:00,12th St & College Ave,Theft From Vehicle
549,2010-10-30 00:00:00,1800 Block 26th St,Vandalism
550,2008-09-26 00:00:00,3100 Block Arnett St,Sex Assault
551,2008-10-04 00:00:00,1300 Block 28th St,Vandalism
552,2011-12-13 00:00:00,1000 Block Pleasant St,Theft From Vehicle
553,2009-05-19 00:00:00,2100 Block Mapleton Ave,Vandalism
554,2010-06-21 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
555,2008-08-06 00:00:00,900 Block 16th St,Vandalism
556,2010-04-13 00:00:00,3800 Block Colorado Ave,Vandalism
557,2009-02-08 00:00:00,00 Block S 36th St,Theft From Vehicle
558,2008-02-25 00:00:00,1900 Block Grove St,Vandalism
559,2008-10-22 00:00:00,4500 Block 19th St,Burglary
560,2009-07-06 00:00:00,2000 Block Edgewood Dr,Burglary
561,2008-04-06 00:00:00,1500 Block Grove St,Vandalism
562,2008-09-16 00:00:00,200 Block Pearl St,Auto Theft
563,2012-11-04 00:00:00,3000 Block Colorado Ave,Vandalism
564,2008-02-28 00:00:00,1100 Block College Ave,Sex Assault
565,2012-11-23 00:00:00,3000 Block 29th St,Burglary
566,2010-02-13 00:00:00,2800 Block E Aurora Ave,Trespassing
567,2010-01-19 00:00:00,1500 Block Greenbriar Blvd,Vandalism
568,2010-05-19 00:00:00,4100 Block Evans Dr,Sex Assault
569,2008-09-29 00:00:00,1700 Block 29th St,Auto Theft
570,2008-09-12 00:00:00,700 Block 29th St,Vandalism
571,2009-10-17 00:00:00,600 Block 13th St,Vandalism
572,2008-05-28 00:00:00,4600 Block 18th St,Theft From Vehicle
573,2009-07-15 00:00:00,700 Block Mohawk Dr,Trespassing
574,2010-01-06 00:00:00,3600 Block Arapahoe Ave,Theft From Vehicle
575,2010-03-04 00:00:00,19th St & Marine St,Vandalism
576,2010-01-23 00:00:00,2300 Block 30th St,Theft From Vehicle
577,2012-01-21 00:00:00,1600 Block 30th St,Vandalism
578,2010-03-02 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
579,2015-08-15 00:00:00,1600 Block 11th St,Vandalism
580,2008-06-09 00:00:00,1500 Block Eisenhower Dr,Trespassing
581,2008-07-03 00:00:00,900 Block University Ave,Vandalism
582,2008-05-21 00:00:00,400 Block Pearl St,Vandalism
583,2010-04-02 00:00:00,1800 Block 18th St,Vandalism
584,2009-01-20 00:00:00,4800 Block Baseline Rd,Indecent Exposure
585,2008-12-15 00:00:00,13th St & College Ave,Vandalism
586,2009-07-19 00:00:00,2100 Block Table Mesa Dr,Burglary
587,2010-05-17 00:00:00,1600 Block 29th St,Auto Theft
588,2010-04-14 00:00:00,9th St & University Ave,Vandalism
589,2012-12-22 00:00:00,2600 Block Mapleton Ave,Burglary
590,2008-06-03 00:00:00,900 Block University Ave,Vandalism
591,2012-07-27 00:00:00,1000 Block Spruce St,Burglary
592,2008-10-12 00:00:00,1100 Block Cedar Ave,Trespassing
593,2008-01-05 00:00:00,1200 Block Pleasant St,Vandalism
594,2010-06-03 00:00:00,600 Block Broadway,Vandalism
595,2008-09-07 00:00:00,1000 Block Alpine Ave,Vandalism
596,2008-11-15 00:00:00,3000 Block Arapahoe Ave,Burglary
597,2012-01-20 00:00:00,1100 Block Pennsylvania Ave,Trespassing
598,2008-05-25 00:00:00,700 Block 31st St,Burglary
599,2010-04-20 00:00:00,3300 Block 28th St,Assault
600,2009-02-24 00:00:00,4800 Block Broadway,Recovery
601,2009-10-17 00:00:00,Armer Ave & Hanover Ave,Theft From Vehicle
602,2008-02-11 00:00:00,1700 Block 15th St,Vandalism
603,2012-07-05 00:00:00,500 Block 27th Way,Trespassing
604,2010-06-28 00:00:00,1800 Block S Flatiron Ct,Vandalism
605,2010-07-20 00:00:00,5200 Block Quail Hollow Ct,Burglary
606,2010-12-14 00:00:00,2200 Block 16th St,Vandalism
607,2012-08-03 00:00:00,1800 Block 13th St,Assault
608,2012-08-03 00:00:00,1100 Block Grandview Ave,Incident
609,2010-07-20 00:00:00,17th St & Yarmouth Ave,Vandalism
610,2012-06-08 00:00:00,3000 Block Baseline Rd,Assault
611,2010-07-20 00:00:00,4500 Block 19th St,Vandalism
612,2012-08-03 00:00:00,800 Block 37th St,Burglary
613,2010-07-22 00:00:00,2700 Block Mapleton Ave,Vandalism
614,2011-08-07 00:00:00,2100 Block 21st St,Theft From Vehicle
615,2010-08-30 00:00:00,1100 Block Maxwell Ave,Vandalism
616,2010-07-26 00:00:00,1715 Block 28th St,Trespassing
617,2010-07-26 00:00:00,1000 Block 13th St,Vandalism
618,2010-07-27 00:00:00,1900 Block 14th St,Burglary
619,2010-07-27 00:00:00,3400 Block Moorhead Ave,Vandalism
620,2010-07-27 00:00:00,1800 Block Folsom St,Trespassing
621,2010-07-27 00:00:00,1000 Block University Ave,Trespassing
622,2010-07-27 00:00:00,4000 Block Darley Ave,Vandalism
623,2010-07-27 00:00:00,Crime occurred at an unknown location,Incident
624,2010-08-03 00:00:00,1300 Block Pine St,Sex Assault
625,2011-07-15 00:00:00,600 Block S Broadway,Auto Theft
626,2010-09-03 00:00:00,3100 Block Airport Rd,Trespassing
627,2010-08-04 00:00:00,1900 Block 30th St,Theft From Vehicle
628,2010-08-04 00:00:00,2800 Block Pearl St,Vandalism
629,2011-07-31 00:00:00,13th St & Spruce St,Theft From Vehicle
630,2010-08-05 00:00:00,30th St & Marine St,Indecent Exposure
631,2010-08-03 00:00:00,1400 Block Folsom St,Motorcycle Theft
632,2010-08-01 00:00:00,10th St & Pennsylvania Ave,Vandalism
633,2010-07-23 00:00:00,1000 Block 10th St,Burglary
634,2010-07-23 00:00:00,600 Block S Broadway,Trespassing
635,2010-07-23 00:00:00,2000 Block 26th St,Trespassing
636,2010-07-30 00:00:00,1300 Block Elder Ave,Trespassing
637,2010-07-30 00:00:00,1700 Block 21st St,Vandalism
638,2010-07-31 00:00:00,900 Block Walnut St,Vandalism
639,2010-07-31 00:00:00,4600 Block Broadway,Burglary
640,2010-08-02 00:00:00,3100 Block Airport Rd,Trespassing
641,2010-08-02 00:00:00,3700 Block Martin Dr,Burglary
642,2010-08-02 00:00:00,3400 Block Moorhead Ave,Vandalism
643,2011-11-18 00:00:00,4400 Block Moorhead Ave,Motorcycle Theft
644,2010-08-02 00:00:00,2900 Block Glenwood Dr,Vandalism
645,2010-08-02 00:00:00,300 Block S Broadway,Trespassing
646,2012-12-21 00:00:00,1900 Block 30th St,Theft From Vehicle
647,2010-07-28 00:00:00,800 Block 15th St,Burglary
648,2008-09-29 00:00:00,100 Block Manhatan Dr,Robbery
649,2008-08-06 00:00:00,3500 Block 28th St,Burglary
650,2008-12-18 00:00:00,2900 Block E Aurora Ave,Vandalism
651,2008-12-31 00:00:00,900 Block E Moorhead Cr,Trespassing
652,2008-05-17 00:00:00,2100 Block Jordan Pl,Vandalism
653,2008-01-05 00:00:00,1700 Block 29th St,Trespassing
654,2008-02-27 00:00:00,55th St & Central Ave,Sex Assault
655,2012-01-06 00:00:00,00 Block S Boulder Cir,Theft Of Car Parts
656,2008-11-15 00:00:00,1800 Block Marine St,Burglary
657,2009-05-24 00:00:00,1000 Block Walnut St,Vandalism
658,2012-01-06 00:00:00,2200 Block Broadway,Recovery
659,2008-10-05 00:00:00,1700 Block Aurora Ave,Burglary
660,2009-01-04 00:00:00,3500 Block 19th St,Vandalism
661,2010-01-07 00:00:00,4900 Block Meredith Way,Burglary
662,2008-09-26 00:00:00,Arapahoe Ave & Broadway,Robbery
663,2009-10-15 00:00:00,1200 Block Alpine Ave,Trespassing
664,2008-09-14 00:00:00,600 Block Kalmia Ave,Burglary
665,2008-07-24 00:00:00,13th St & Pennsylvania Ave,Theft From Vehicle
666,2009-07-31 00:00:00,3300 Block Madison Ave,Auto Theft
667,2008-09-19 00:00:00,2100 Block Canyon Bv,Theft From Vehicle
668,2017-11-29 00:00:00,1700 Block Alpine Ave,Burglary
669,2008-03-04 00:00:00,3100 Block 34th St,Vandalism
670,2009-12-05 00:00:00,600 Block Manhatan Dr,Trespassing
671,2008-10-11 00:00:00,5300 Block Pinehurst Ct,Vandalism
672,2012-03-11 00:00:00,2100 Block Arapahoe Ave,Burglary
673,2008-03-13 00:00:00,2400 Block 13th St,Trespassing
674,2008-11-11 00:00:00,1800 Block 19th St,Theft From Vehicle
675,2008-05-24 00:00:00,1400 Block Upland Ave,Burglary
676,2008-06-30 00:00:00,2900 Block Eagle Way,Vandalism
677,2009-08-31 00:00:00,6000 Block 63rd St,Theft From Vehicle
678,2008-11-29 00:00:00,3100 Block Madison Ave,Sex Assault
679,2008-09-25 00:00:00,3200 Block Foundry Pl,Burglary
680,2010-06-05 00:00:00,1600 Block 30th St,Trespassing
681,2008-09-13 00:00:00,3100 Block Madison Ave,Theft From Vehicle
682,2010-10-30 00:00:00,400 Block Marine St,Vandalism
683,2010-11-01 00:00:00,300 Block Laramie Blvd,Incident
684,2009-06-09 00:00:00,5000 Block Valmont Rd,Burglary
685,2008-04-15 00:00:00,1100 Block Pennsylvania Ave,Burglary
686,2009-05-24 00:00:00,2000 Block Grape Ave,Theft From Vehicle
687,2011-08-25 00:00:00,500 Block Marine St,Vandalism
688,2008-09-19 00:00:00,2700 Block Glenwood Dr,Theft From Vehicle
689,2010-01-08 00:00:00,4800 Block Meredith Way,Theft From Vehicle
690,2011-11-15 00:00:00,3100 Block Broadway,Vandalism
691,2012-03-16 00:00:00,1100 Block Lincoln Pl,Burglary
692,2008-08-04 00:00:00,1800 Block Aurora Ave,Burglary
693,2009-07-14 00:00:00,900 Block 16th St,Vandalism
694,2017-11-27 00:00:00,2900 Block E Aurora Ave,Burglary
695,2008-03-18 00:00:00,4900 Block Franklin Dr,Theft From Vehicle
696,2011-01-12 00:00:00,1000 Block 11th St,Vandalism
697,2009-08-13 00:00:00,1000 Block College Ave,Vandalism
698,2008-04-15 00:00:00,2800 Block Darley Ave,Theft From Vehicle
699,2008-03-18 00:00:00,3200 Block Wright Ave,Theft From Vehicle
700,2012-05-17 00:00:00,400 Block Baseline Rd,Incident
701,2008-11-23 00:00:00,700 Block 30th St,Trespassing
702,2009-10-02 00:00:00,1100 Block Lincoln Pl,Assault
703,2009-08-06 00:00:00,500 Block 27th Way,Burglary
704,2008-07-01 00:00:00,900 Block 14th St,Trespassing
705,2011-01-12 00:00:00,2300 Block 30th St,Burglary
706,2008-08-05 00:00:00,1100 Block Portland Pl,Burglary
707,2012-01-06 00:00:00,00 Block S Boulder Cir,Auto Theft
708,2008-12-13 00:00:00,3600 Block Pinedale St,Theft From Vehicle
709,2009-09-10 00:00:00,2200 Block Norwood Ave,Trespassing
710,2011-01-12 00:00:00,500 Block S 44th St,Vandalism
711,2008-06-29 00:00:00,6500 Block Gunpark Dr,Vandalism
712,2009-06-08 00:00:00,00 Block Mineola Ct,Vandalism
713,2009-03-07 00:00:00,2100 Block Orchard Ave,Vandalism
714,2009-07-17 00:00:00,2900 Block Shadow Creek Dr,Theft From Vehicle
715,2011-06-27 00:00:00,1100 Block Lawry Ln,Vandalism
716,2008-09-27 00:00:00,4300 Block Monroe Dr,Vandalism
717,2009-09-18 00:00:00,900 Block Grant Pl,Vandalism
718,2008-03-15 00:00:00,1100 Block Balsam Ave,Vandalism
719,2011-06-27 00:00:00,200 Block 29th St,Vandalism
720,2009-02-26 00:00:00,1100 Block Pennsylvania Ave,Trespassing
721,2008-09-08 00:00:00,5500 Block Arapahoe Ave,Incident
722,2009-04-14 00:00:00,4100 Block 15th St,Vandalism
723,2009-06-30 00:00:00,2800 Block Pearl St,Theft From Vehicle
724,2011-06-30 00:00:00,900 Block Marine St,Sex Assault
725,2008-07-12 00:00:00,1900 Block Goss St,Burglary
726,2008-08-08 00:00:00,4500 Block 19th St,Sex Assault
727,2010-12-14 00:00:00,1300 Block Canyon Blvd,Vandalism
728,2010-12-31 00:00:00,1000 Block Pearl St,Assault
729,2011-01-01 00:00:00,4300 Block Vineyard Ln,Incident
730,2009-07-23 00:00:00,700 Block Mohawk Dr,Vandalism
731,2008-07-20 00:00:00,3100 Block Airport Rd,Trespassing
732,2010-02-22 00:00:00,2800 Block Lafayette Dr,Vandalism
733,2009-01-17 00:00:00,3500 Block Arthur Ct,Incident
734,2009-01-06 00:00:00,2200 Block Columbine Ave,Burglary
735,2009-05-08 00:00:00,1900 Block Walnut St,Trespassing
736,2012-10-03 00:00:00,1100 Block Canyon Blvd,Recovery
737,2012-10-03 00:00:00,1600 Block 28th St,Trespassing
738,2010-07-10 00:00:00,3500 Block 19th St,Theft From Vehicle
739,2010-04-08 00:00:00,2900 Block Valmont Rd,Vandalism
740,2008-03-15 00:00:00,900 Block 10th St,Recovery
741,2012-10-03 00:00:00,900 Block Pearl St,Incident
742,2008-03-08 00:00:00,1700 Block 29th St,Trespassing
743,2009-04-09 00:00:00,4700 Block Edison Ln,Theft From Vehicle
744,2010-01-06 00:00:00,600 Block 22nd St,Trespassing
745,2012-05-06 00:00:00,10th St & Violet Ave,Incident
746,2009-05-18 00:00:00,2100 Block Arapahoe Ave,Vandalism
747,2008-09-04 00:00:00,5000 Block Butte St,Assault
748,2010-12-29 00:00:00,1100 Block 28th St,Trespassing
749,2010-06-11 00:00:00,2800 Block 28th St,Vandalism
750,2009-05-14 00:00:00,1100 Block Pennsylvania Ave,Vandalism
751,2008-09-12 00:00:00,2200 Block Pearl St,Theft From Vehicle
752,2008-10-29 00:00:00,1400 Block 55th St,Theft From Vehicle
753,2008-06-17 00:00:00,Broadway & University Ave,Vandalism
754,2009-08-17 00:00:00,600 Block S Lashley Ln,Auto Theft
755,2008-10-19 00:00:00,2700 Block 5th St,Burglary
756,2010-05-27 00:00:00,5600 Block Slick Rock Ct,Trespassing
757,2008-02-02 00:00:00,4400 Block Laguna Pl,Vandalism
758,2017-11-06 00:00:00,3700 Block Martin Dr,Vandalism
759,2017-08-06 00:00:00,1600 Block Broadway,Trespassing
760,2010-02-01 00:00:00,900 Block Lincoln Pl,Vandalism
761,2010-04-20 00:00:00,1800 Block Folsom St,Theft From Vehicle
762,2009-09-08 00:00:00,10th St & Pearl St,Vandalism
763,2009-07-05 00:00:00,800 Block 30th St,Incident
764,2010-08-30 00:00:00,Mohawk Dr & Pawnee Dr,Vandalism
765,2009-06-29 00:00:00,4600 Block 75th St,Vandalism
766,2009-10-06 00:00:00,300 Block S 41st St,Theft From Vehicle
767,2008-03-20 00:00:00,800 Block 16th St,Auto Theft
768,2017-08-07 00:00:00,3000 Block Arapahoe Ave,Trespassing
769,2008-10-06 00:00:00,5400 Block Airport Bv,Vandalism
770,2008-07-08 00:00:00,1600 Block Norwood Ave,Burglary
771,2009-06-23 00:00:00,2600 Block 28th St,Vandalism
772,2009-09-04 00:00:00,1800 Block Bluff St,Trespassing
773,2012-10-03 00:00:00,2300 Block South St,Sex Assault
774,2009-03-23 00:00:00,32nd St & Moorhead Ave,Vandalism
775,2008-10-20 00:00:00,500 Block Marine St,Trespassing
